names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,poster_url
The Twilight Saga: Breaking Dawn - Part 2,11/15/2012 ,65.0,"Adventure, Fantasy, Drama, Romance","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","Robert Pattinson, Edward Cullen, Kristen Stewart, Bella Swan, Taylor Lautner, Jacob Black, Peter Facinelli, Carlisle Cullen, Elizabeth Reaser, Esme Cullen, Ashley Greene, Alice Cullen, Jackson Rathbone, Jasper Hale, Nikki Reed, Rosalie Hale, Kellan Lutz, Emmett Cullen",The Twilight Saga: Breaking Dawn - Part 2, Released,English,120000000.0,829747654.0,AU,2012,https://image.tmdb.org/t/p/w500/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg
The Vatican Tapes,07/24/2015 ,53.0,"Thriller, Horror","In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.","Kathleen Robertson, Docteur Richards, Montanna Gillis, Jackie, Olivia Taylor Dudley, Angela Holmes, Noemi Gonzalez, Maria, Michael Peña, Père Lozano, Alison Lohman, Psych Patient, Dougray Scott, Roger Holmes, John Patrick Amedori, Pete, Peter Andersson, Cardinal Bruun",The Vatican Tapes, Released,English,13000000.0,14929184.0,US,2015,https://image.tmdb.org/t/p/w500/eXN0zdTpm772ZCfnCeLAONguqxe.jpg
The Hunger Games: Mockingjay - Part 2,11/19/2015 ,69.0,"Action, Adventure, Science Fiction","With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.","Jennifer Lawrence, Katniss Everdeen, Josh Hutcherson, Peeta Mellark, Liam Hemsworth, Gale Hawthorne, Woody Harrelson, Haymitch Abernathy, Elizabeth Banks, Effie Trinket, Julianne Moore, President Alma Coin, Philip Seymour Hoffman, Plutarch Heavensbee, Jeffrey Wright, Beetee, Stanley Tucci, Caesar Flickerman",The Hunger Games: Mockingjay - Part 2, Released,English,160000000.0,647396133.0,AU,2015,https://image.tmdb.org/t/p/w500/7uLJCuK0ufoDklUdOORC8XanOKw.jpg
Scary Movie,08/31/2000 ,63.0,Comedy,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!","Anna Faris, Cindy Campbell, Jon Abrahams, Bobby Prinze, Marlon Wayans, Shorty Meeks, Shawn Wayans, Ray Wilkins, Regina Hall, Brenda Meeks, Shannon Elizabeth, Buffy Gilmore, Cheri Oteri, Gail Hailstorm, Carmen Electra, Drew Decker, Tanja Reichert, Miss Congeniality",Scary Movie, Released,English,19000000.0,277200000.0,AU,2000,https://image.tmdb.org/t/p/w500/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg
The Dark Knight,07/16/2008 ,85.0,"Drama, Action, Crime, Thriller","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Christian Bale, Bruce Wayne / Batman, Heath Ledger, Joker, Michael Caine, Alfred Pennyworth, Gary Oldman, James Gordon, Aaron Eckhart, Harvey Dent / Two-Face, Maggie Gyllenhaal, Rachel Dawes, Morgan Freeman, Lucius Fox, Nestor Carbonell, Anthony Garcia, Monique Gabriela Curnen, Anna Ramirez",The Dark Knight, Released,English,185000000.0,1006234167.0,AU,2008,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg
Miracles from Heaven,06/17/2016 ,74.0,"Family, Drama","When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.","Jennifer Garner, Christy Beam, Kylie Rogers, Anna Beam, Martin Henderson, Kevin Beam, Brighton Sharbino, Abby Beam, Courtney Fansler, Adelynn Beam, John Carroll Lynch, Pastor Scott, Eugenio Derbez, Dr. Nurko, Queen Latifah, Angela Bradford, Wayne Pére, Ben",Miracles from Heaven, Released,English,13000000.0,73773317.0,AU,2016,https://image.tmdb.org/t/p/w500/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg
Toy Story 4,06/19/2019 ,75.0,"Family, Adventure, Animation, Comedy, Fantasy","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Annie Potts, Bo Peep (voice), Tony Hale, Forky (voice), Keegan-Michael Key, Ducky (voice), Madeleine McGraw, Bonnie (voice), Christina Hendricks, Gabby Gabby (voice), Jordan Peele, Bunny (voice), Keanu Reeves, Duke Caboom (voice)",Toy Story 4, Released,English,200000000.0,1073064540.0,AU,2019,https://image.tmdb.org/t/p/w500/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg
The SpongeBob Movie: Sponge on the Run,11/05/2020 ,75.0,"Family, Animation, Fantasy, Adventure, Comedy","When his best friend Gary is suddenly snatched away, SpongeBob takes Patrick on a madcap mission far beyond Bikini Bottom to save their pink-shelled pal.","Tom Kenny, SpongeBob SquarePants / Gary the Snail (voice), Bill Fagerbakke, Patrick Star (voice), Rodger Bumpass, Squidward Tentacles (voice), Mr. Lawrence, Plankton (voice), Keanu Reeves, Sage, Clancy Brown, Mr. Krabs (voice), Carolyn Lawrence, Sandy Cheeks (voice), Matt Berry, King Poseidon (voice), Jill Talley, Karen (voice)",The SpongeBob Movie: Sponge on the Run, Released,English,60000000.0,4810790.0,AU,2020,https://image.tmdb.org/t/p/w500/jlJ8nDhMhCYJuzOw3f52CP1W8MW.jpg
Trolls World Tour,09/10/2020 ,74.0,"Family, Animation, Comedy, Fantasy, Adventure, Music","Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.","Anna Kendrick, Poppy (voice), Justin Timberlake, Branch (voice), Ron Funches, Cooper (voice), Rachel Bloom, Barb (voice), James Corden, Biggie (voice), Kelly Clarkson, Delta Dawn (voice), Anderson .Paak, Prince D (voice), Sam Rockwell, Hickory (voice), George Clinton, King Quincy (voice)",Trolls World Tour, Released,English,17622000.0,47000000.0,AU,2020,https://image.tmdb.org/t/p/w500/7W0G3YECgDAfnuiHG91r8WqgIOe.jpg
Iron Man 3,04/24/2013 ,69.0,"Action, Adventure, Science Fiction","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","Robert Downey Jr., Tony Stark / Iron Man, Gwyneth Paltrow, Virginia 'Pepper' Potts, Don Cheadle, James 'Rhodey' Rhodes / Iron Patriot, Guy Pearce, Aldrich Killian / The Mandarin, Rebecca Hall, Maya Hansen, Jon Favreau, Harold 'Happy' Hogan, Ben Kingsley, Trevor Slattery / The Mandarin, Stephanie Szostak, Brandt, James Badge Dale, Savin",Iron Man 3, Released,English,200000000.0,1215392272.0,AU,2013,https://image.tmdb.org/t/p/w500/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
Prometheus,06/07/2012 ,65.0,"Science Fiction, Adventure, Mystery","A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.","Noomi Rapace, Dr. Elizabeth Shaw, Michael Fassbender, David, Logan Marshall-Green, Charlie Holloway, Charlize Theron, Meredith Vickers, Idris Elba, Janek, Guy Pearce, Peter Weyland, Sean Harris, Fifield, Rafe Spall, Millburn, Kate Dickie, Ford",Prometheus, Released,English,125000000.0,402448265.0,AU,2012,https://image.tmdb.org/t/p/w500/m7nZCtHJyDLncBUarfM5h5mrppx.jpg
Toy Story 3,06/24/2010 ,78.0,"Animation, Family, Comedy","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Tom Hanks, Woody (voice), Tim Allen, Buzz Lightyear (voice), Joan Cusack, Jessie (voice), Don Rickles, Mr. Potato Head (voice), Wallace Shawn, Rex (voice), John Ratzenberger, Hamm (voice), Estelle Harris, Mrs. Potato Head (voice), Blake Clark, Slinky Dog (voice), Jeff Pidgeon, Aliens (voice)",Toy Story 3, Released,English,200000000.0,1068879522.0,AU,2010,https://image.tmdb.org/t/p/w500/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg
The Green Mile,02/10/2000 ,85.0,"Fantasy, Drama, Crime","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","Tom Hanks, Paul Edgecomb, David Morse, Brutus ""Brutal"" Howell, Bonnie Hunt, Jan Edgecomb, Michael Clarke Duncan, John Coffey, James Cromwell, Warden Hal Moores, Michael Jeter, Eduard Delacroix, Graham Greene, Arlen Bitterbuck, Doug Hutchison, Percy Wetmore, Sam Rockwell, 'Wild Bill' Wharton",The Green Mile, Released,English,60000000.0,290701374.0,AU,2000,https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg
Deathstroke: Knights & Dragons - The Movie,08/04/2020 ,70.0,"Animation, Action, Adventure, Science Fiction",The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,"Michael Chiklis, Slade Wilson / Deathstroke (voice), Sasha Alexander, Adeline 'Addie' Kane Wilson (voice), Chris Jai Alex, Jackal (voice), Faye Mata, H.I.V.E. Queen / Jade (voice), Griffin Puatu, Joseph Wilson / Jericho (voice), Asher Bishop, Young Joseph Wilson (voice), Imari Williams, President Nicholas / H.I.V.E. Pilot (voice), Colin Salmon, William Wintergreen (voice), Delbert Hunt, Bronze Tiger (voice)",Deathstroke: Knights & Dragons - The Movie, Released,English,157000000.0,563127144.8,US,2020,https://image.tmdb.org/t/p/w500/vFIHbiy55smzi50RmF8LQjmpGcx.jpg
Mulan,09/04/2020 ,69.0,"Adventure, Fantasy, Drama, Action","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.","Liu Yifei, Hua Mulan/花木兰, Donnie Yen, Commander Tung, Gong Li, Xian Niang, Jet Li, The Emperor, Jason Scott Lee, Böri Khan, Yoson An, Chen Honghui, Tzi Ma, Hua Zhou, Rosalind Chao, Hua Li, Cheng Pei-pei, The Matchmaker",Mulan, Released,English,200000000.0,69973540.0,AU,2020,https://image.tmdb.org/t/p/w500/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg
Mulan,09/04/2020 ,69.0,"Adventure, Fantasy, Drama, Action","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.","Liu Yifei, Hua Mulan/花木兰, Donnie Yen, Commander Tung, Gong Li, Xian Niang, Jet Li, The Emperor, Jason Scott Lee, Böri Khan, Yoson An, Chen Honghui, Tzi Ma, Hua Zhou, Rosalind Chao, Hua Li, Cheng Pei-pei, The Matchmaker",Mulan, Released,English,90000000.0,303500000.0,AU,2020,https://image.tmdb.org/t/p/w500/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg
Wild Is the Wind,10/28/2022 ,56.0,"Crime, Drama","When two corrupt police officers investigate the brutal murder of a young girl, tensions come to a head in their small, racially-segregated town.","Mothusi Magano, Vusi Matsoso, Chris Chameleon, Wilhelm, Frank Rautenbach, John Smit, Izel Bezuidenhout, Melissa, Phoenix Baaitse, Slick, Deon Coetzee, Martin Van Der Walt, Brendon Daniels, Mongo, Michelle Douglas, Lizette Van Der Walt, Nicola Hanekom, Marie Smit",Wild Is the Wind, Released,English,77200000.0,250609542.6,ZA,2022,https://image.tmdb.org/t/p/w500/cyn395RyxeP64T6jEgOGE4K7O46.jpg
Fifty Shades Darker,02/09/2017 ,65.0,"Drama, Romance","When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.","Dakota Johnson, Anastasia Steele, Jamie Dornan, Christian Grey, Eric Johnson, Jack Hyde, Eloise Mumford, Kate Kavanagh, Bella Heathcote, Leila Williams, Rita Ora, Mia Grey, Luke Grimes, Elliot Grey, Victor Rasuk, José Rodriguez, Max Martini, Jason Taylor",Fifty Shades Darker, Released,English,55000000.0,381367046.0,AU,2017,https://image.tmdb.org/t/p/w500/w3qa274gvca9t8pkUoG8nfQgTU3.jpg
Guardians of the Galaxy Vol. 2,04/25/2017 ,76.0,"Adventure, Action, Science Fiction",The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,"Chris Pratt, Peter Quill / Star-Lord, Zoe Saldaña, Gamora, Dave Bautista, Drax the Destroyer, Vin Diesel, Baby Groot (voice), Bradley Cooper, Rocket (voice), Kurt Russell, Ego, Michael Rooker, Yondu Udonta, Karen Gillan, Nebula, Pom Klementieff, Mantis",Guardians of the Galaxy Vol. 2, Released,English,200000000.0,863756051.0,AU,2017,https://image.tmdb.org/t/p/w500/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg
Ant-Man and the Wasp,07/05/2018 ,70.0,"Action, Adventure, Science Fiction","Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.","Paul Rudd, Scott Lang / Ant-Man, Evangeline Lilly, Hope van Dyne / Wasp, Michael Peña, Luis, Walton Goggins, Sonny Burch, Bobby Cannavale, Paxton, Judy Greer, Maggie, T.I., Dave, David Dastmalchian, Kurt, Hannah John-Kamen, Ava Starr / Ghost",Ant-Man and the Wasp, Released,English,130000000.0,623144660.0,AU,2018,https://image.tmdb.org/t/p/w500/cFQEO687n1K6umXbInzocxcnAQz.jpg
Joker,10/03/2019 ,82.0,"Crime, Thriller, Drama","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.","Joaquin Phoenix, Arthur Fleck / Joker, Robert De Niro, Murray Franklin, Zazie Beetz, Sophie Dumond, Frances Conroy, Penny Fleck, Brett Cullen, Thomas Wayne, Shea Whigham, Detective Burke, Bill Camp, Detective Garrity, Glenn Fleshler, Randall, Leigh Gill, Gary",Joker, Released,English,55000000.0,1069121583.0,AU,2019,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
Percy Jackson & the Olympians: The Lightning Thief,02/11/2010 ,62.0,"Adventure, Fantasy, Family","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.","Logan Lerman, Percy Jackson, Brandon T. Jackson, Grover Underwood, Alexandra Daddario, Annabeth Chase, Jake Abel, Luke Castellan, Pierce Brosnan, Mr. Brunner / Chiron, Sean Bean, Zeus, Steve Coogan, Hades, Rosario Dawson, Persephone, Melina Kanakaredes, Athena",Percy Jackson & the Olympians: The Lightning Thief, Released,English,95000000.0,223050874.0,AU,2010,https://image.tmdb.org/t/p/w500/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg
Constantine,02/24/2005 ,70.0,"Fantasy, Action, Horror","John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","Keanu Reeves, John Constantine, Rachel Weisz, Angela Dodson / Isabel Dodson, Shia LaBeouf, Chas Kramer, Djimon Hounsou, Midnite, Max Baker, Beeman, Pruitt Taylor Vince, Father Hennessy, Gavin Rossdale, Balthazar, Tilda Swinton, Gabriel, Peter Stormare, Lucifer",Constantine, Released,English,75000000.0,221593554.0,AU,2005,https://image.tmdb.org/t/p/w500/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg
Deinfluencer,12/06/2022 ,46.0,"Horror, Thriller","An influential cheerleader finds herself held captive by a masked psychopath with a God complex. She must complete a series of sadistic social media challenges to save her life and the lives of her fellow captives. However, the masked kidnapper has a secret agenda for his most recent victim.","Marie Luciani-Grimaldi, Kelly, Simon Phillips, Charles, Caylin Turner, Sabrina, Anne-Carolyne Binette, Jill",Deinfluencer, Released,English,94000000.0,437537244.8,US,2022,https://image.tmdb.org/t/p/w500/tLA4839HtC5GelEsUTFFtAL2ar5.jpg
The Desperate Hour,08/01/2022 ,61.0,Thriller,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,"Naomi Watts, Amy Carr, Colton Gobbo, Noah Carr, Sierra Maltby, Emily, Michelle Johnston, Heather, Woodrow Schrieber, Detective Paulson, David Reale, CJ, Jason Clarke, Greg Minor, Debra Wilson, Dedra Wilkinson, Christopher Marren, Peter",The Desperate Hour, Released,English,62000000.0,379472585.0,AU,2022,https://image.tmdb.org/t/p/w500/u6Pg9eTklhg6Aa7kXaxrfdE1Chi.jpg
Gifted,08/10/2017 ,81.0,"Drama, Comedy","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.","Chris Evans, Frank Adler, Mckenna Grace, Mary Adler, Lindsay Duncan, Evelyn Adler, Jenny Slate, Bonnie Stevenson, Octavia Spencer, Roberta Taylor, Glenn Plummer, Greg Cullen, Julie Ann Emery, Pat Golding, Joe Chrest, Kevin Larsen, Keir O'Donnell, Bradley Pollard",Gifted, Released,English,7000000.0,36964656.0,AU,2017,https://image.tmdb.org/t/p/w500/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg
Kung Fu Panda,06/26/2008 ,72.0,"Action, Adventure, Animation, Family, Comedy","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","Jack Black, Po (voice), Dustin Hoffman, Shifu (voice), Angelina Jolie, Master Tigress (voice), Jackie Chan, Master Monkey (voice), Lucy Liu, Master Viper (voice), Seth Rogen, Mantis (voice), David Cross, Crane (voice), Ian McShane, Tai Lung (voice), Randall Duk Kim, Oogway (voice)",Kung Fu Panda, Released,English,130000000.0,631910531.0,AU,2008,https://image.tmdb.org/t/p/w500/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg
Roald Dahl's The Witches,12/10/2020 ,64.0,"Adventure, Fantasy, Comedy, Family, Horror","In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.","Jahzir Bruno, Hero Boy, Octavia Spencer, Grandma, Anne Hathaway, Grand High Witch, Chris Rock, Older Hero (voice), Kristin Chenoweth, Daisy / Mary (voice), Codie-Lei Eastick, Bruno Jenkins, Stanley Tucci, Mr Stringer, Charles Edwards, Mr Jenkins, Morgana Robinson, Mrs Jenkins",Roald Dahl's The Witches, Released,English,49500000.0,29303571.0,AU,2020,https://image.tmdb.org/t/p/w500/ht6EfsM5hrsUPSR4ReJQFDVU71F.jpg
The Man from Earth,09/16/2008 ,76.0,"Science Fiction, Drama","An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.","David Lee Smith, John Oldman, Tony Todd, Dan, John Billingsley, Harry, Ellen Crawford, Edith, Annika Peterson, Sandy, Alexis Thorpe, Linda Murphy, William Katt, Art, Richard Riehle, Dr. Will Gruber, Steven Littles, Moving Man #1",The Man from Earth, Released,English,200000.0,58992776.8,AU,2008,https://image.tmdb.org/t/p/w500/x795RrV92JbLXh4pBSEEe62Nmv0.jpg
Wrong Turn 3: Left for Dead,10/20/2009 ,56.0,"Horror, Thriller","A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.","Tom Frederic, Nate, Janet Montgomery, Alex, Louise Cliffe, Sophie, Jack Gordon, Trey, Emma Clifford, Deputy Ally Lane, Todd Jensen, U.S. Marshall, Gil Kolirin, Floyd, Charles Venn, Walter, Jake Curran, Crawford",Wrong Turn 3: Left for Dead, Released,English,3000000.0,37753869.2,US,2009,https://image.tmdb.org/t/p/w500/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg
Apocalypto,12/07/2006 ,75.0,"Action, Drama, History","Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.","Rudy Youngblood, Jaguar Paw, Raoul Max Trujillo, Zero Wolf, Gerardo Taracena, Middle Eye, Iazua Larios, Sky Flower, Antonio Monroy, Chilam, María Isabel Díaz Lago, Mother in Law, Dalia Hernández, Seven, Jonathan Brewer, Blunted, Morris Birdyellowhead, Flint Sky",Apocalypto, Released,English,40000000.0,121032272.0,AU,2006,https://image.tmdb.org/t/p/w500/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg
Somebody I Used to Know,02/01/2023 ,60.0,"Romance, Comedy, Drama","On a trip to her hometown, workaholic Ally reminisces with her first love Sean, and starts to question everything about the person she's become. Things only get more confusing when she meets Sean's fiancé, Cassidy, who reminds her of the person she used to be.","Alison Brie, Ally, Jay Ellis, Sean, Kiersey Clemons, Cassidy, Danny Pudi, Benny, Haley Joel Osment, Jeremy, Amy Sedaris, Deedee, Julie Hagerty, Libby, Olga Merediz, Joanne 'JoJo', Zoë Chao, Ramona",Somebody I Used to Know, Released,English,128000000.0,635149752.8,US,2023,https://image.tmdb.org/t/p/w500/ovHxxphDgjyEpYriDoGoIHfrdZL.jpg
Venom,09/28/2018 ,68.0,"Science Fiction, Action","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.","Tom Hardy, Eddie Brock / Venom, Michelle Williams, Anne Weying, Riz Ahmed, Carlton Drake / Riot, Scott Haze, Security Chief Roland Treece, Reid Scott, Dr. Dan Lewis, Jenny Slate, Dr. Dora Skirth, Melora Walters, Homeless Woman Maria, Woody Harrelson, Cletus Kasady / Carnage, Peggy Lu, Mrs. Chen",Venom, Released,English,116000000.0,856081053.0,AU,2018,https://image.tmdb.org/t/p/w500/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg
Venom,09/28/2018 ,68.0,"Science Fiction, Action","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.","Tom Hardy, Eddie Brock / Venom, Michelle Williams, Anne Weying, Riz Ahmed, Carlton Drake / Riot, Scott Haze, Security Chief Roland Treece, Reid Scott, Dr. Dan Lewis, Jenny Slate, Dr. Dora Skirth, Melora Walters, Homeless Woman Maria, Woody Harrelson, Cletus Kasady / Carnage, Peggy Lu, Mrs. Chen",Venom, Released,English,25000000.0,881745.0,AU,2018,https://image.tmdb.org/t/p/w500/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg
Catch Me If You Can,01/09/2003 ,80.0,"Drama, Crime","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","Leonardo DiCaprio, Frank Abagnale Jr., Tom Hanks, Carl Hanratty, Christopher Walken, Frank Abagnale, Martin Sheen, Roger Strong, Nathalie Baye, Paula Abagnale, Amy Adams, Brenda Strong, James Brolin, Jack Barnes, Jennifer Garner, Cheryl Ann, Chris Ellis, Special Agent Witkins",Catch Me If You Can, Released,English,52000000.0,352114312.0,AU,2003,https://image.tmdb.org/t/p/w500/sdYgEkKCDPWNU6KnoL4qd8xZ4w7.jpg
The Lord of the Rings: The Two Towers,12/26/2002 ,84.0,"Adventure, Fantasy, Action","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Elijah Wood, Frodo, Ian McKellen, Gandalf, Liv Tyler, Arwen, Viggo Mortensen, Aragorn, Sean Astin, Sam, Andy Serkis, Gollum, Cate Blanchett, Galadriel, John Rhys-Davies, Gimli / Treebeard (voice), Bernard Hill, Théoden",The Lord of the Rings: The Two Towers, Released,English,94000000.0,919148764.0,AU,2002,https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg
Dead for a Dollar,09/30/2022 ,57.0,"Western, Thriller","In 1897, veteran bounty hunter Max Borlund is deep into Mexico where he encounters professional gambler and outlaw Joe Cribbens — a sworn enemy he sent to prison years before. Max is on a mission to find and return Rachel Kidd, the wife of a wealthy businessman, who as the story is told to Max, has been abducted by Buffalo Soldier Elijah Jones. Max is ultimately faced with a showdown to save honor.","Christoph Waltz, Max Borlund, Willem Dafoe, Joe Cribbens, Rachel Brosnahan, Rachel Kidd, Hamish Linklater, Martin Kidd, Benjamin Bratt, Tiberio Vargas, Guy Burnet, English Bill, Brandon Scott, Elijah Jones, Scott Peat, Jack Tyree, Warren Burke, Sergeant Poe",Dead for a Dollar, Released,English,134600000.0,409636263.0,US,2022,https://image.tmdb.org/t/p/w500/1AnXfjxFqMsQmUPSvt9YxUJhfFw.jpg
X-Men: Apocalypse,05/19/2016 ,65.0,"Action, Adventure, Science Fiction, Fantasy","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.","James McAvoy, Charles Xavier / Professor X, Jennifer Lawrence, Raven Darkholme / Mystique, Michael Fassbender, Erik Lehnsherr / Magneto, Oscar Isaac, En Sabah Nur / Apocalypse, Nicholas Hoult, Hank McCoy / Beast, Rose Byrne, Moira MacTaggert, Tye Sheridan, Scott Summers / Cyclops, Sophie Turner, Jean Grey, Evan Peters, Peter Maximoff / Quicksilver",X-Men: Apocalypse, Released,English,178000000.0,542537546.0,AU,2016,https://image.tmdb.org/t/p/w500/ikA8UhYdTGpqbatFa93nIf6noSr.jpg
